ProductsCategory,Date,TotalSales,PreviousTotalSales,SalesGrowthPercentage
"Aquatic Tuberous Vegetables",2023-06-23,¥294.74,¥640.24,-53.96%
"Aquatic Tuberous Vegetables",2023-06-24,¥258.32,¥294.74,-12.36%
"Aquatic Tuberous Vegetables",2023-06-25,¥256.75,¥258.32,-0.61%
"Aquatic Tuberous Vegetables",2023-06-26,¥186.54,¥256.75,-27.35%
"Aquatic Tuberous Vegetables",2023-06-27,¥263.04,¥186.54,41.01%
"Aquatic Tuberous Vegetables",2023-06-28,¥209.43,¥263.04,-20.38%
"Aquatic Tuberous Vegetables",2023-06-29,¥391.55,¥209.43,86.96%
"Aquatic Tuberous Vegetables",2023-06-30,¥280.98,¥391.55,-28.24%
Cabbage,2020-07-01,¥592.53,NULL,NULL
Cabbage,2020-07-02,¥546.03,¥592.53,-7.85%
Cabbage,2020-07-03,¥495.37,¥546.03,-9.28%
Cabbage,2020-07-04,¥702.19,¥495.37,41.75%
Cabbage,2020-07-05,¥697.98,¥702.19,-0.6%
Cabbage,2020-07-06,¥506.3,¥697.98,-27.46%
Cabbage,2020-07-07,¥526.99,¥506.3,4.09%
Cabbage,2020-07-08,¥532.1,¥526.99,0.97%
Cabbage,2020-07-09,¥496.2,¥532.1,-6.75%
Cabbage,2020-07-10,¥659.96,¥496.2,33%
Cabbage,2020-07-11,¥784.27,¥659.96,18.84%
Cabbage,2020-07-12,¥777.07,¥784.27,-0.92%
Cabbage,2020-07-13,¥315.38,¥777.07,-59.41%
Cabbage,2020-07-14,¥558.92,¥315.38,77.22%
Cabbage,2020-07-15,¥375.13,¥558.92,-32.88%
Cabbage,2020-07-16,¥417.23,¥375.13,11.22%
Cabbage,2020-07-17,¥455.73,¥417.23,9.23%
Cabbage,2020-07-18,¥634.33,¥455.73,39.19%
Cabbage,2020-07-19,¥809.24,¥634.33,27.57%
Cabbage,2020-07-20,¥411.39,¥809.24,-49.16%
Cabbage,2020-07-21,¥461.44,¥411.39,12.17%
Cabbage,2020-07-22,¥531.44,¥461.44,15.17%
Cabbage,2020-07-23,¥420.23,¥531.44,-20.93%
Cabbage,2020-07-24,¥404.51,¥420.23,-3.74%
Cabbage,2020-07-25,¥620.89,¥404.51,53.49%
Cabbage,2020-07-26,¥711.7,¥620.89,14.63%
Cabbage,2020-07-27,¥463.2,¥711.7,-34.92%
Cabbage,2020-07-28,¥379.23,¥463.2,-18.13%
Cabbage,2020-07-29,¥486.93,¥379.23,28.4%
Cabbage,2020-07-30,¥392.42,¥486.93,-19.41%
Cabbage,2020-07-31,¥393.02,¥392.42,0.15%
Cabbage,2020-08-01,¥608,¥393.02,54.7%
Cabbage,2020-08-02,¥556.5,¥608,-8.47%
Cabbage,2020-08-03,¥492.03,¥556.5,-11.59%
Cabbage,2020-08-04,¥484.39,¥492.03,-1.55%
Cabbage,2020-08-05,¥446.41,¥484.39,-7.84%
Cabbage,2020-08-06,¥394.48,¥446.41,-11.63%
Cabbage,2020-08-07,¥438.67,¥394.48,11.2%
Cabbage,2020-08-08,¥619.87,¥438.67,41.31%
Cabbage,2020-08-09,¥655.23,¥619.87,5.7%
Cabbage,2020-08-10,¥589.83,¥655.23,-9.98%
Cabbage,2020-08-11,¥643.3,¥589.83,9.06%
Cabbage,2020-08-12,¥581.3,¥643.3,-9.64%
Cabbage,2020-08-13,¥494.77,¥581.3,-14.89%
Cabbage,2020-08-14,¥598.54,¥494.77,20.97%
Cabbage,2020-08-15,¥680.84,¥598.54,13.75%
Cabbage,2020-08-16,¥634.44,¥680.84,-6.82%
Cabbage,2020-08-17,¥535.15,¥634.44,-15.65%
Cabbage,2020-08-18,¥551.62,¥535.15,3.08%
Cabbage,2020-08-19,¥591.31,¥551.62,7.19%
Cabbage,2020-08-20,¥630.3,¥591.31,6.59%
Cabbage,2020-08-21,¥507.66,¥630.3,-19.46%
Cabbage,2020-08-22,¥563.76,¥507.66,11.05%
Cabbage,2020-08-23,¥775.27,¥563.76,37.52%
Cabbage,2020-08-24,¥439.19,¥775.27,-43.35%
Cabbage,2020-08-25,¥527.52,¥439.19,20.11%
Cabbage,2020-08-26,¥915.26,¥527.52,73.5%
Cabbage,2020-08-27,¥935.53,¥915.26,2.21%
Cabbage,2020-08-28,¥387.06,¥935.53,-58.63%
Cabbage,2020-08-29,¥583.74,¥387.06,50.82%
Cabbage,2020-08-30,¥815.7,¥583.74,39.74%
Cabbage,2020-08-31,¥546.93,¥815.7,-32.95%
Cabbage,2020-09-01,¥566.67,¥546.93,3.61%
Cabbage,2020-09-02,¥393.96,¥566.67,-30.48%
Cabbage,2020-09-03,¥386.36,¥393.96,-1.93%
Cabbage,2020-09-04,¥460.09,¥386.36,19.08%
Cabbage,2020-09-05,¥582.46,¥460.09,26.6%
Cabbage,2020-09-06,¥592.32,¥582.46,1.69%
Cabbage,2020-09-07,¥293.35,¥592.32,-50.47%
Cabbage,2020-09-08,¥371.65,¥293.35,26.69%
Cabbage,2020-09-09,¥363.64,¥371.65,-2.16%
Cabbage,2020-09-10,¥660.57,¥363.64,81.65%
Cabbage,2020-09-11,¥290.54,¥660.57,-56.02%
Cabbage,2020-09-12,¥451.51,¥290.54,55.41%
Cabbage,2020-09-13,¥419.8,¥451.51,-7.02%
Cabbage,2020-09-14,¥677.22,¥419.8,61.32%
Cabbage,2020-09-15,¥305.85,¥677.22,-54.84%
Cabbage,2020-09-16,¥614.39,¥305.85,100.88%
Cabbage,2020-09-17,¥331.39,¥614.39,-46.06%
Cabbage,2020-09-18,¥279.76,¥331.39,-15.58%
Cabbage,2020-09-19,¥769.55,¥279.76,175.07%
Cabbage,2020-09-20,¥480.42,¥769.55,-37.57%
Cabbage,2020-09-21,¥366.71,¥480.42,-23.67%
Cabbage,2020-09-22,¥433.26,¥366.71,18.15%
Cabbage,2020-09-23,¥356.03,¥433.26,-17.83%
Cabbage,2020-09-24,¥480.08,¥356.03,34.84%
Cabbage,2020-09-25,¥545.66,¥480.08,13.66%
Cabbage,2020-09-26,¥1074.98,¥545.66,97.01%
Cabbage,2020-09-27,¥420.32,¥1074.98,-60.9%
Cabbage,2020-09-28,¥296.93,¥420.32,-29.36%
Cabbage,2020-09-29,¥341.57,¥296.93,15.03%
Cabbage,2020-09-30,¥742.16,¥341.57,117.28%
Cabbage,2020-10-01,¥1137.43,¥742.16,53.26%
Cabbage,2020-10-02,¥807.85,¥1137.43,-28.98%
Cabbage,2020-10-03,¥531.16,¥807.85,-34.25%
Cabbage,2020-10-04,¥397.09,¥531.16,-25.24%
Cabbage,2020-10-05,¥852.92,¥397.09,114.8%
Cabbage,2020-10-06,¥806.13,¥852.92,-5.49%
Cabbage,2020-10-07,¥555.22,¥806.13,-31.13%
Cabbage,2020-10-08,¥455.94,¥555.22,-17.88%
Cabbage,2020-10-09,¥650.55,¥455.94,42.68%
Cabbage,2020-10-10,¥380.18,¥650.55,-41.56%
Cabbage,2020-10-11,¥676.9,¥380.18,78.05%
Cabbage,2020-10-12,¥336.77,¥676.9,-50.25%
Cabbage,2020-10-13,¥423.01,¥336.77,25.61%
Cabbage,2020-10-14,¥434.52,¥423.01,2.72%
Cabbage,2020-10-15,¥473.13,¥434.52,8.89%
Cabbage,2020-10-16,¥701.11,¥473.13,48.18%
Cabbage,2020-10-17,¥988.02,¥701.11,40.92%
Cabbage,2020-10-18,¥818.31,¥988.02,-17.18%
Cabbage,2020-10-19,¥490.3,¥818.31,-40.08%
Cabbage,2020-10-20,¥259.08,¥490.3,-47.16%
Cabbage,2020-10-21,¥356.97,¥259.08,37.78%
Cabbage,2020-10-22,¥223.06,¥356.97,-37.51%
Cabbage,2020-10-23,¥221.52,¥223.06,-0.69%
Cabbage,2020-10-24,¥278.34,¥221.52,25.65%
Cabbage,2020-10-25,¥383.49,¥278.34,37.78%
Cabbage,2020-10-26,¥213.36,¥383.49,-44.36%
Cabbage,2020-10-27,¥228.92,¥213.36,7.3%
Cabbage,2020-10-28,¥274.37,¥228.92,19.85%
Cabbage,2020-10-29,¥215.9,¥274.37,-21.31%
Cabbage,2020-10-30,¥243.17,¥215.9,12.63%
Cabbage,2020-10-31,¥712.52,¥243.17,193.02%
Cabbage,2020-11-01,¥608.45,¥712.52,-14.61%
Cabbage,2020-11-02,¥271.25,¥608.45,-55.42%
Cabbage,2020-11-03,¥440.27,¥271.25,62.31%
Cabbage,2020-11-04,¥474.67,¥440.27,7.81%
Cabbage,2020-11-05,¥400.6,¥474.67,-15.61%
Cabbage,2020-11-06,¥458.17,¥400.6,14.37%
Cabbage,2020-11-07,¥703.77,¥458.17,53.61%
Cabbage,2020-11-08,¥705.31,¥703.77,0.22%
Cabbage,2020-11-09,¥349.24,¥705.31,-50.48%
Cabbage,2020-11-10,¥160.22,¥349.24,-54.12%
Cabbage,2020-11-11,¥364.27,¥160.22,127.35%
Cabbage,2020-11-12,¥77.77,¥364.27,-78.65%
Cabbage,2020-11-13,¥332.54,¥77.77,327.57%
Cabbage,2020-11-14,¥457.38,¥332.54,37.54%
Cabbage,2020-11-15,¥423.29,¥457.38,-7.45%
Cabbage,2020-11-16,¥260.72,¥423.29,-38.41%
Cabbage,2020-11-17,¥238.61,¥260.72,-8.48%
Cabbage,2020-11-18,¥240.73,¥238.61,0.89%
Cabbage,2020-11-19,¥362.28,¥240.73,50.49%
Cabbage,2020-11-20,¥256.38,¥362.28,-29.23%
Cabbage,2020-11-21,¥487.84,¥256.38,90.28%
Cabbage,2020-11-22,¥508.11,¥487.84,4.16%
Cabbage,2020-11-23,¥304.92,¥508.11,-39.99%
Cabbage,2020-11-24,¥268.05,¥304.92,-12.09%
Cabbage,2020-11-25,¥152.57,¥268.05,-43.08%
Cabbage,2020-11-26,¥162.31,¥152.57,6.39%
Cabbage,2020-11-27,¥135.98,¥162.31,-16.22%
Cabbage,2020-11-28,¥429.06,¥135.98,215.52%
Cabbage,2020-11-29,¥423.09,¥429.06,-1.39%
Cabbage,2020-11-30,¥217.53,¥423.09,-48.59%
Cabbage,2020-12-01,¥140.34,¥217.53,-35.49%
Cabbage,2020-12-02,¥134.51,¥140.34,-4.15%
Cabbage,2020-12-03,¥162.46,¥134.51,20.78%
Cabbage,2020-12-04,¥169.07,¥162.46,4.06%
Cabbage,2020-12-05,¥422.49,¥169.07,149.9%
Cabbage,2020-12-06,¥486.78,¥422.49,15.22%
Cabbage,2020-12-07,¥196.98,¥486.78,-59.53%
Cabbage,2020-12-08,¥211.4,¥196.98,7.32%
Cabbage,2020-12-09,¥146.63,¥211.4,-30.64%
Cabbage,2020-12-10,¥137.45,¥146.63,-6.26%
Cabbage,2020-12-11,¥220.47,¥137.45,60.4%
Cabbage,2020-12-12,¥464.55,¥220.47,110.71%
Cabbage,2020-12-13,¥560.82,¥464.55,20.72%
Cabbage,2020-12-14,¥228.48,¥560.82,-59.26%
Cabbage,2020-12-15,¥223.39,¥228.48,-2.23%
Cabbage,2020-12-16,¥190.15,¥223.39,-14.88%
Cabbage,2020-12-17,¥209.04,¥190.15,9.93%
Cabbage,2020-12-18,¥186.45,¥209.04,-10.81%
Cabbage,2020-12-19,¥432.55,¥186.45,132%
Cabbage,2020-12-20,¥648.93,¥432.55,50.02%
Cabbage,2020-12-21,¥256.25,¥648.93,-60.51%
Cabbage,2020-12-22,¥199.3,¥256.25,-22.23%
Cabbage,2020-12-23,¥310.53,¥199.3,55.81%
Cabbage,2020-12-24,¥288.8,¥310.53,-7%
Cabbage,2020-12-25,¥253.32,¥288.8,-12.28%
Cabbage,2020-12-26,¥539.79,¥253.32,113.08%
Cabbage,2020-12-27,¥403.33,¥539.79,-25.28%
Cabbage,2020-12-28,¥257.13,¥403.33,-36.25%
Cabbage,2020-12-29,¥273.7,¥257.13,6.44%
Cabbage,2020-12-30,¥283.36,¥273.7,3.53%
Cabbage,2020-12-31,¥208.71,¥283.36,-26.34%
Cabbage,2021-01-01,¥503.33,¥208.71,141.16%
Cabbage,2021-01-02,¥275.12,¥503.33,-45.34%
Cabbage,2021-01-03,¥464,¥275.12,68.66%
Cabbage,2021-01-04,¥223.92,¥464,-51.74%
Cabbage,2021-01-05,¥429.08,¥223.92,91.62%
Cabbage,2021-01-06,¥439.13,¥429.08,2.34%
Cabbage,2021-01-07,¥379.63,¥439.13,-13.55%
Cabbage,2021-01-08,¥287.15,¥379.63,-24.36%
Cabbage,2021-01-09,¥525.93,¥287.15,83.16%
Cabbage,2021-01-10,¥649.78,¥525.93,23.55%
Cabbage,2021-01-11,¥339.03,¥649.78,-47.82%
Cabbage,2021-01-12,¥235.89,¥339.03,-30.42%
Cabbage,2021-01-13,¥305.35,¥235.89,29.45%
Cabbage,2021-01-14,¥408.19,¥305.35,33.68%
Cabbage,2021-01-15,¥385.21,¥408.19,-5.63%
Cabbage,2021-01-16,¥570.16,¥385.21,48.01%
Cabbage,2021-01-17,¥601.66,¥570.16,5.52%
Cabbage,2021-01-18,¥424.44,¥601.66,-29.45%
Cabbage,2021-01-19,¥419.34,¥424.44,-1.2%
Cabbage,2021-01-20,¥436.85,¥419.34,4.18%
Cabbage,2021-01-21,¥358.74,¥436.85,-17.88%
Cabbage,2021-01-22,¥421.65,¥358.74,17.53%
Cabbage,2021-01-23,¥604.24,¥421.65,43.31%
Cabbage,2021-01-24,¥727.48,¥604.24,20.4%
Cabbage,2021-01-25,¥408.49,¥727.48,-43.85%
Cabbage,2021-01-26,¥436.58,¥408.49,6.88%
Cabbage,2021-01-27,¥539.16,¥436.58,23.5%
Cabbage,2021-01-28,¥527.25,¥539.16,-2.21%
Cabbage,2021-01-29,¥567.1,¥527.25,7.56%
Cabbage,2021-01-30,¥631.24,¥567.1,11.31%
Cabbage,2021-01-31,¥379.07,¥631.24,-39.95%
Cabbage,2021-02-01,¥251.44,¥379.07,-33.67%
Cabbage,2021-02-02,¥413.28,¥251.44,64.37%
Cabbage,2021-02-03,¥697.92,¥413.28,68.87%
Cabbage,2021-02-04,¥580.87,¥697.92,-16.77%
Cabbage,2021-02-05,¥482.49,¥580.87,-16.94%
Cabbage,2021-02-06,¥631.75,¥482.49,30.94%
Cabbage,2021-02-07,¥463.15,¥631.75,-26.69%
Cabbage,2021-02-08,¥961.79,¥463.15,107.66%
Cabbage,2021-02-09,¥1149.58,¥961.79,19.53%
Cabbage,2021-02-10,¥1508.26,¥1149.58,31.2%
Cabbage,2021-02-13,¥182.07,¥1508.26,-87.93%
Cabbage,2021-02-14,¥138.57,¥182.07,-23.89%
Cabbage,2021-02-15,¥327.81,¥138.57,136.57%
Cabbage,2021-02-16,¥337.34,¥327.81,2.91%
Cabbage,2021-02-17,¥255.79,¥337.34,-24.17%
Cabbage,2021-02-18,¥366.76,¥255.79,43.38%
Cabbage,2021-02-19,¥285.23,¥366.76,-22.23%
Cabbage,2021-02-20,¥255.51,¥285.23,-10.42%
Cabbage,2021-02-21,¥246.92,¥255.51,-3.36%
Cabbage,2021-02-22,¥193.84,¥246.92,-21.5%
Cabbage,2021-02-23,¥153.63,¥193.84,-20.74%
Cabbage,2021-02-24,¥224.46,¥153.63,46.1%
Cabbage,2021-02-25,¥239.31,¥224.46,6.62%
Cabbage,2021-02-26,¥490.67,¥239.31,105.03%
Cabbage,2021-02-27,¥577,¥490.67,17.6%
Cabbage,2021-02-28,¥407.9,¥577,-29.31%
Cabbage,2021-03-01,¥230.27,¥407.9,-43.55%
Cabbage,2021-03-02,¥330.17,¥230.27,43.38%
Cabbage,2021-03-03,¥186.78,¥330.17,-43.43%
Cabbage,2021-03-04,¥157.21,¥186.78,-15.83%
Cabbage,2021-03-05,¥344.4,¥157.21,119.08%
Cabbage,2021-03-06,¥527.45,¥344.4,53.15%
Cabbage,2021-03-07,¥561.34,¥527.45,6.43%
Cabbage,2021-03-08,¥323.41,¥561.34,-42.38%
Cabbage,2021-03-09,¥241.63,¥323.41,-25.29%
Cabbage,2021-03-10,¥197.31,¥241.63,-18.34%
Cabbage,2021-03-11,¥257.84,¥197.31,30.68%
Cabbage,2021-03-12,¥267.6,¥257.84,3.79%
Cabbage,2021-03-13,¥381.09,¥267.6,42.41%
Cabbage,2021-03-14,¥376.36,¥381.09,-1.24%
Cabbage,2021-03-15,¥249.54,¥376.36,-33.7%
Cabbage,2021-03-16,¥171.14,¥249.54,-31.42%
Cabbage,2021-03-17,¥267.17,¥171.14,56.11%
Cabbage,2021-03-18,¥239.66,¥267.17,-10.3%
Cabbage,2021-03-19,¥315.69,¥239.66,31.73%
Cabbage,2021-03-20,¥289.52,¥315.69,-8.29%
Cabbage,2021-03-21,¥394.76,¥289.52,36.35%
Cabbage,2021-03-22,¥266.1,¥394.76,-32.59%
Cabbage,2021-03-23,¥258.62,¥266.1,-2.81%
Cabbage,2021-03-24,¥239.98,¥258.62,-7.21%
Cabbage,2021-03-25,¥222.57,¥239.98,-7.26%
Cabbage,2021-03-26,¥453.63,¥222.57,103.82%
Cabbage,2021-03-27,¥508.62,¥453.63,12.12%
Cabbage,2021-03-28,¥482.32,¥508.62,-5.17%
Cabbage,2021-03-29,¥535.97,¥482.32,11.12%
Cabbage,2021-03-30,¥278.01,¥535.97,-48.13%
Cabbage,2021-03-31,¥301.82,¥278.01,8.57%
Cabbage,2021-04-01,¥350.45,¥301.82,16.11%
Cabbage,2021-04-02,¥494.46,¥350.45,41.09%
Cabbage,2021-04-03,¥566.11,¥494.46,14.49%
Cabbage,2021-04-04,¥565.49,¥566.11,-0.11%
Cabbage,2021-04-05,¥679.94,¥565.49,20.24%
Cabbage,2021-04-06,¥103.4,¥679.94,-84.79%
Cabbage,2021-04-07,¥212.65,¥103.4,105.65%
Cabbage,2021-04-08,¥190.03,¥212.65,-10.64%
Cabbage,2021-04-09,¥399.16,¥190.03,110.05%
Cabbage,2021-04-10,¥379.74,¥399.16,-4.87%
Cabbage,2021-04-11,¥325.42,¥379.74,-14.31%
Cabbage,2021-04-12,¥226.35,¥325.42,-30.44%
Cabbage,2021-04-13,¥195.39,¥226.35,-13.68%
Cabbage,2021-04-14,¥205.6,¥195.39,5.23%
Cabbage,2021-04-15,¥171.95,¥205.6,-16.37%
Cabbage,2021-04-16,¥217.85,¥171.95,26.69%
Cabbage,2021-04-17,¥455.02,¥217.85,108.87%
Cabbage,2021-04-18,¥285,¥455.02,-37.36%
Cabbage,2021-04-19,¥129.33,¥285,-54.62%
Cabbage,2021-04-20,¥168.82,¥129.33,30.53%
Cabbage,2021-04-21,¥234.09,¥168.82,38.67%
Cabbage,2021-04-22,¥155.32,¥234.09,-33.65%
Cabbage,2021-04-23,¥216.05,¥155.32,39.1%
Cabbage,2021-04-24,¥365.87,¥216.05,69.34%
Cabbage,2021-04-25,¥323.83,¥365.87,-11.49%
Cabbage,2021-04-26,¥151.96,¥323.83,-53.07%
Cabbage,2021-04-27,¥96.84,¥151.96,-36.27%
Cabbage,2021-04-28,¥132.71,¥96.84,37.03%
Cabbage,2021-04-29,¥136.69,¥132.71,3%
Cabbage,2021-04-30,¥150.35,¥136.69,9.99%
Cabbage,2021-05-01,¥269.28,¥150.35,79.11%
Cabbage,2021-05-02,¥180.84,¥269.28,-32.84%
Cabbage,2021-05-03,¥192.05,¥180.84,6.2%
Cabbage,2021-05-04,¥178.57,¥192.05,-7.02%
Cabbage,2021-05-05,¥173.08,¥178.57,-3.07%
Cabbage,2021-05-06,¥125.64,¥173.08,-27.41%
Cabbage,2021-05-07,¥144.95,¥125.64,15.37%
Cabbage,2021-05-08,¥155.28,¥144.95,7.13%
Cabbage,2021-05-09,¥209.25,¥155.28,34.76%
Cabbage,2021-05-10,¥169.93,¥209.25,-18.79%
Cabbage,2021-05-11,¥154.38,¥169.93,-9.15%
Cabbage,2021-05-12,¥108.7,¥154.38,-29.59%
Cabbage,2021-05-13,¥156.5,¥108.7,43.97%
Cabbage,2021-05-14,¥246.09,¥156.5,57.25%
Cabbage,2021-05-15,¥234.28,¥246.09,-4.8%
Cabbage,2021-05-16,¥355.86,¥234.28,51.9%
Cabbage,2021-05-17,¥174.97,¥355.86,-50.83%
Cabbage,2021-05-18,¥220.05,¥174.97,25.76%
Cabbage,2021-05-19,¥215.81,¥220.05,-1.92%
Cabbage,2021-05-20,¥110.46,¥215.81,-48.82%
Cabbage,2021-05-21,¥249.52,¥110.46,125.9%
Cabbage,2021-05-22,¥276.91,¥249.52,10.98%
Cabbage,2021-05-23,¥506.43,¥276.91,82.89%
Cabbage,2021-05-24,¥302.76,¥506.43,-40.22%
Cabbage,2021-05-25,¥224.74,¥302.76,-25.77%
Cabbage,2021-05-26,¥347.63,¥224.74,54.68%
Cabbage,2021-05-27,¥335.41,¥347.63,-3.51%
Cabbage,2021-05-28,¥323.66,¥335.41,-3.5%
Cabbage,2021-05-29,¥348.8,¥323.66,7.77%
Cabbage,2021-05-30,¥120.83,¥348.8,-65.36%
Cabbage,2021-05-31,¥249.17,¥120.83,106.22%
Cabbage,2021-06-01,¥286.17,¥249.17,14.85%
Cabbage,2021-06-02,¥296.5,¥286.17,3.61%
Cabbage,2021-06-03,¥262.14,¥296.5,-11.59%
Cabbage,2021-06-04,¥249.54,¥262.14,-4.81%
Cabbage,2021-06-05,¥499.18,¥249.54,100.04%
Cabbage,2021-06-06,¥302.29,¥499.18,-39.44%
Cabbage,2021-06-07,¥197.03,¥302.29,-34.82%
Cabbage,2021-06-08,¥185.62,¥197.03,-5.79%
Cabbage,2021-06-09,¥219.74,¥185.62,18.38%
Cabbage,2021-06-10,¥103.59,¥219.74,-52.86%
Cabbage,2021-06-11,¥164.93,¥103.59,59.21%
Cabbage,2021-06-12,¥388.22,¥164.93,135.39%
Cabbage,2021-06-13,¥476.28,¥388.22,22.68%
Cabbage,2021-06-14,¥547.07,¥476.28,14.86%
Cabbage,2021-06-15,¥379.8,¥547.07,-30.58%
Cabbage,2021-06-16,¥110.96,¥379.8,-70.78%
Cabbage,2021-06-17,¥387.12,¥110.96,248.87%
Cabbage,2021-06-18,¥280.47,¥387.12,-27.55%
Cabbage,2021-06-19,¥392.41,¥280.47,39.91%
Cabbage,2021-06-20,¥374.97,¥392.41,-4.44%
Cabbage,2021-06-21,¥492.1,¥374.97,31.24%
Cabbage,2021-06-22,¥235.68,¥492.1,-52.11%
Cabbage,2021-06-23,¥511.89,¥235.68,117.2%
Cabbage,2021-06-24,¥313.81,¥511.89,-38.7%
Cabbage,2021-06-25,¥361.44,¥313.81,15.18%
Cabbage,2021-06-26,¥679.59,¥361.44,88.02%
Cabbage,2021-06-27,¥523.87,¥679.59,-22.91%
Cabbage,2021-06-28,¥328.41,¥523.87,-37.31%
Cabbage,2021-06-29,¥320.58,¥328.41,-2.39%
Cabbage,2021-06-30,¥249.29,¥320.58,-22.24%
Cabbage,2021-07-01,¥298.35,¥249.29,19.68%
Cabbage,2021-07-02,¥231.67,¥298.35,-22.35%
Cabbage,2021-07-03,¥428.05,¥231.67,84.76%
Cabbage,2021-07-04,¥397.65,¥428.05,-7.1%
Cabbage,2021-07-05,¥533.56,¥397.65,34.18%
Cabbage,2021-07-06,¥394.03,¥533.56,-26.15%
Cabbage,2021-07-07,¥347.55,¥394.03,-11.8%
Cabbage,2021-07-08,¥480.02,¥347.55,38.12%
Cabbage,2021-07-09,¥238.08,¥480.02,-50.4%
Cabbage,2021-07-10,¥565.13,¥238.08,137.38%
Cabbage,2021-07-11,¥564.16,¥565.13,-0.17%
Cabbage,2021-07-12,¥199.42,¥564.16,-64.65%
Cabbage,2021-07-13,¥376.54,¥199.42,88.82%
Cabbage,2021-07-14,¥372.32,¥376.54,-1.12%
Cabbage,2021-07-15,¥213.48,¥372.32,-42.66%
Cabbage,2021-07-16,¥298.02,¥213.48,39.6%
Cabbage,2021-07-17,¥592.92,¥298.02,98.95%
Cabbage,2021-07-18,¥458.84,¥592.92,-22.61%
Cabbage,2021-07-19,¥270.34,¥458.84,-41.08%
Cabbage,2021-07-20,¥363.39,¥270.34,34.42%
Cabbage,2021-07-21,¥412.2,¥363.39,13.43%
Cabbage,2021-07-22,¥273.78,¥412.2,-33.58%
Cabbage,2021-07-23,¥291.48,¥273.78,6.46%
Cabbage,2021-07-24,¥421.92,¥291.48,44.75%
Cabbage,2021-07-25,¥542.63,¥421.92,28.61%
Cabbage,2021-07-26,¥195.16,¥542.63,-64.03%
Cabbage,2021-07-27,¥473.77,¥195.16,142.75%
Cabbage,2021-07-28,¥551.4,¥473.77,16.39%
Cabbage,2021-07-29,¥291.75,¥551.4,-47.09%
Cabbage,2021-07-30,¥412.5,¥291.75,41.39%
Cabbage,2021-07-31,¥468.09,¥412.5,13.48%
Cabbage,2021-08-01,¥610.62,¥468.09,30.45%
Cabbage,2021-08-02,¥219.82,¥610.62,-64%
Cabbage,2021-08-03,¥189.12,¥219.82,-13.96%
Cabbage,2021-08-04,¥129.14,¥189.12,-31.71%
Cabbage,2021-08-05,¥245.48,¥129.14,90.09%
Cabbage,2021-08-06,¥287.26,¥245.48,17.02%
Cabbage,2021-08-07,¥404.16,¥287.26,40.7%
Cabbage,2021-08-08,¥504.06,¥404.16,24.72%
Cabbage,2021-08-09,¥566.07,¥504.06,12.3%
Cabbage,2021-08-10,¥110.43,¥566.07,-80.49%
Cabbage,2021-08-11,¥10.54,¥110.43,-90.46%
Cabbage,2021-08-12,¥128.7,¥10.54,1121.06%
Cabbage,2021-08-13,¥35.04,¥128.7,-72.77%
Cabbage,2021-08-14,¥165.28,¥35.04,371.69%
Cabbage,2021-08-15,¥81.03,¥165.28,-50.97%
Cabbage,2021-08-16,¥60.45,¥81.03,-25.4%
Cabbage,2021-08-17,¥94.98,¥60.45,57.12%
Cabbage,2021-08-18,¥83.32,¥94.98,-12.28%
Cabbage,2021-08-19,¥89.06,¥83.32,6.89%
Cabbage,2021-08-20,¥396.67,¥89.06,345.39%
Cabbage,2021-08-21,¥303.31,¥396.67,-23.53%
Cabbage,2021-08-22,¥15.46,¥303.31,-94.9%
Cabbage,2021-08-23,¥45.09,¥15.46,191.66%
Cabbage,2021-08-24,¥92.07,¥45.09,104.19%
Cabbage,2021-08-25,¥22.19,¥92.07,-75.9%
Cabbage,2021-08-26,¥54.52,¥22.19,145.7%
Cabbage,2021-08-27,¥165.22,¥54.52,203.04%
Cabbage,2021-08-28,¥319.94,¥165.22,93.64%
Cabbage,2021-08-29,¥489.53,¥319.94,53.01%
Cabbage,2021-08-30,¥408.79,¥489.53,-16.49%
Cabbage,2021-08-31,¥361.95,¥408.79,-11.46%
Cabbage,2021-09-01,¥80.03,¥361.95,-77.89%
Cabbage,2021-09-02,¥334.43,¥80.03,317.88%
Cabbage,2021-09-03,¥299.6,¥334.43,-10.41%
Cabbage,2021-09-04,¥394.54,¥299.6,31.69%
Cabbage,2021-09-05,¥612.02,¥394.54,55.12%
Cabbage,2021-09-06,¥354.08,¥612.02,-42.15%
Cabbage,2021-09-07,¥236.62,¥354.08,-33.17%
Cabbage,2021-09-08,¥157.31,¥236.62,-33.52%
Cabbage,2021-09-09,¥143.15,¥157.31,-9%
Cabbage,2021-09-10,¥254.81,¥143.15,78%
Cabbage,2021-09-11,¥145.93,¥254.81,-42.73%
Cabbage,2021-09-12,¥256.5,¥145.93,75.78%
Cabbage,2021-09-13,¥136.27,¥256.5,-46.87%
Cabbage,2021-09-14,¥129.32,¥136.27,-5.1%
Cabbage,2021-09-15,¥152.42,¥129.32,17.86%
Cabbage,2021-09-16,¥111.4,¥152.42,-26.92%
Cabbage,2021-09-17,¥157.96,¥111.4,41.8%
Cabbage,2021-09-18,¥396.37,¥157.96,150.94%
Cabbage,2021-09-19,¥516.47,¥396.37,30.3%
Cabbage,2021-09-20,¥693.28,¥516.47,34.23%
Cabbage,2021-09-21,¥563,¥693.28,-18.79%
Cabbage,2021-09-22,¥389.56,¥563,-30.81%
